,decade,compound,GPE,Unnamed: 0,Artist,Song Name,release date,Line,Line Before,Line After,pos,neg,neu,year
692,2010.0,-0.5423,New York,692,Black Moon,Make Munne,2014-03-14,"Livin\' in New York, nowadays, is like damn",And if it ain\'t the cash then that ass get blast,"\'Cause if you\'re broke, nobody wants to be your man",0.0,0.259,0.741,2014.0
1639,2010.0,-0.5423,NYC,1639,Max B,Money Make Me Feel Better,2011-03-22,"Like a pimp I be, I'm the illest nigga in NYC, ow","I only paid once, four chicks, three blunts, fuck 'em all","I got the best hooks, best hooks",0.0,0.28,0.72,2011.0
1757,2010.0,-0.5423,Manhattan,1757,Masta Ace,Nnuff,2016-05-13,"I rep Brooklyn, Manhattan, Staten Island","Enough wildin\', fuck that yo, enough smilin\'","Queens plus the BX, not enough teks",0.0,0.368,0.632,2016.0
2504,2010.0,-0.5423,Manhattan,2504,Inspectah Deck,The Bad Apple,2014-12-02,"Brooklyn, Bronx, Queens, Manhattan","'Cause this is That ShitEmbed"", 'The Bad Apple Lyrics[Hook 2X: sample]","And Staten, and Staten, and Staten, and Staten",0.0,0.259,0.741,2014.0
592,2010.0,-0.5423,Jersey,592,Kool G Rap,Men at Work 2020,2011-05-31,"Do his out in Jersey, showin no mercy, with Frank Nitty","I be D and fuck all that living thirsty, so Nino","Who else and, some nigga with a Babyface that they called Nelson",0.0,0.304,0.696,2011.0
993,2010.0,-0.5423,Jersey,993,Public Enemy,Harder Than You Think (London radio edit),2012-10-01,(It\'s a beautiful thing) Public Enemy #1 in New Jersey,Also we\'re Public Enemy #1 in St. Louis,"And bust it, we also Public Enemy #1 in Cincinnatti, (we\'re harder than you think)",0.0,0.333,0.667,2012.0
990,2010.0,-0.5423,Jersey,990,Public Enemy,Harder Than You Think,2017-06-29,(It\'s a beautiful thing) Public Enemy #1 in New Jersey,Also we\'re Public Enemy #1 in St. Louis,"And bust it, we also Public Enemy #1 in Cincinnati, (we\'re harder than you think)",0.0,0.333,0.667,2017.0
3537,2010.0,-0.5423,Harlem,3537,Rakim,2 Piece,2013-01-15,And we came to double up on that Harlem shit,All my niggas on the scene like some Sparta shit,"We all eating, this is how it's supposed to go",0.161,0.387,0.452,2013.0
2070,2010.0,-0.5423,Harlem,2070,Big L,Clinic (I Shoulda Used a Rubber),2010-11-23,"Cause it\'s L, the Harlem pimp baby, for real",Now I\'m thinkin\' what bitch number I can dial out,"I got more dimes than that Sprint lady, that\'s ill",0.107,0.314,0.579,2010.0
26,2010.0,-0.5423,Harlem,26,A$AP Rocky,2 Piece,2013-01-15,And we came to double up on that Harlem shit,All my niggas on the scene like some Sparta shit,"We all eating, this is how it's supposed to go",0.161,0.387,0.452,2013.0
1756,2010.0,-0.5423,Brooklyn,1756,Masta Ace,Nnuff,2016-05-13,"I rep Brooklyn, Manhattan, Staten Island","Enough wildin\', fuck that yo, enough smilin\'","Queens plus the BX, not enough teks",0.0,0.368,0.632,2016.0
493,2010.0,-0.5423,Brooklyn,493,Cormega,Get Out My Way,2018-12-26,Where Brooklyn go crazy when you bump B.I.G,I'm in The Tunnel with the crowd nigga fuck V.I.P,And Queens feel it when you pump that Mobb Deep,0.0,0.28,0.72,2018.0
2502,2010.0,-0.5423,Brooklyn,2502,Inspectah Deck,The Bad Apple,2014-12-02,"Brooklyn, Bronx, Queens, Manhattan","'Cause this is That ShitEmbed"", 'The Bad Apple Lyrics[Hook 2X: sample]","And Staten, and Staten, and Staten, and Staten",0.0,0.259,0.741,2014.0
2678,2010.0,-0.5423,Brooklyn,2678,Raekwon,Flashback Memories,2010-03-25,Brooklyn niggas rap with a cuffle,"Everybody young as fuck, in the pizza shop, what up?",Call the highlights the gangsta dialect,0.0,0.28,0.72,2010.0
2503,2010.0,-0.5423,Bronx,2503,Inspectah Deck,The Bad Apple,2014-12-02,"Brooklyn, Bronx, Queens, Manhattan","'Cause this is That ShitEmbed"", 'The Bad Apple Lyrics[Hook 2X: sample]","And Staten, and Staten, and Staten, and Staten",0.0,0.259,0.741,2014.0
2667,2010.0,-0.5574,Staten Island,2667,Raekwon,Culinary School,2010-03-25,"Staten Island, break it down (""Get ya shit beaten"")","Uptown, break it down (""Get ya shit beaten"")","B.K., break it down (""Get ya shit beaten"")",0.0,0.34,0.66,2010.0
2669,2010.0,-0.5574,Queens,2669,Raekwon,Culinary School,2010-03-25,"Queens and Bronx get down (""Get ya shit beaten"")","B.K., break it down (""Get ya shit beaten"")","Throw ya hands up right now! (""Get ya shit beaten"")",0.0,0.34,0.66,2010.0
3934,2010.0,-0.5574,New York,3934,50 Cent,Come and Go,2014-06-03,"G Unit kidicks, blue New York fitted","Money comes quidick, hot shit, I spit it","Shorty, want to cut, oh, yeah, I'm with it",0.0,0.375,0.625,2014.0
1750,2010.0,-0.5574,New York,1750,Masta Ace,Mr Bus Driver,2016-05-13,It's the New York city vibes,Sometimes can turn these to shitty rides,"Mass transit, that fish in a can shit",0.0,0.375,0.625,2016.0
2718,2010.0,-0.5574,New York,2718,Young M.A,Kween (Freestyle),2017-04-27,"This New York, we ain\'t supposed to do that mumble shit",I carry Brooklyn on my shoulders on some duffel shit,We don\'t run we run shit,0.0,0.31,0.69,2017.0
1640,2010.0,-0.5574,Harlem,1640,Max B,Never Change,2011-03-22,"Big as a Harlem nigga, don't do the Southern shit","Blew on some other shit, do me a hundred clip","Wanted to fuck Nia Long, tried to fuck Lisa Rigby",0.0,0.31,0.69,2011.0
2153,2010.0,-0.5574,Harlem,2153,Big L,New York,2010-07-10,"You still fear, cause I be hangin in Harlem and my shit is for real here","I\'m puttin rappers in the wheelchair, Big L is the villain",If you battle L you picked the wrong head,0.0,0.286,0.714,2010.0
2717,2010.0,-0.5574,Brooklyn,2717,Young M.A,Kween (Freestyle),2017-04-27,I carry Brooklyn on my shoulders on some duffel shit,And I keep gorillas with me on some jungle shit,"This New York, we ain\'t supposed to do that mumble shit",0.0,0.31,0.69,2017.0
2687,2010.0,-0.5574,Brooklyn,2687,Young M.A,Body Bag,2019-09-27,"Brooklyn, what up?",I'm 'bout to talk my shit,M.A nigga,0.0,0.419,0.581,2019.0
2564,2010.0,-0.5574,Brooklyn,2564,Ghostface Killah,ABC,2010-12-21,"Uncle Ghost will download gold, Whether sixth floor Brooklyn house","Rock my gold bow, Polo robes, Scrooge McDuck shit",Slid through quietly then took the house,0.0,0.31,0.69,2010.0
2668,2010.0,-0.5574,Bronx,2668,Raekwon,Culinary School,2010-03-25,"Queens and Bronx get down (""Get ya shit beaten"")","B.K., break it down (""Get ya shit beaten"")","Throw ya hands up right now! (""Get ya shit beaten"")",0.0,0.34,0.66,2010.0
3841,2010.0,-0.5719,Queens,3841,Action Bronson,For the Money,2011-04-21,"\'Cause we\'re coming from Queens, every platter is Zagat rated",Fuck around leave you slumped in your seat,"Caramelized up, bulls are getting castrated",0.0,0.439,0.561,2011.0
3846,2010.0,-0.5859,New York,3846,Action Bronson,72 Virgins,2012-03-12,Shouts to East New York,Shouts to motherfucking Albania,Shouts to Lindenwood,0.0,0.559,0.441,2012.0
2186,2010.0,-0.5859,New York,2186,Big L,Slaying The Mic,2013-08-30,I'm running with some of the baddest men in the whole New York,"There's no comparison son, it's just embarrassing","We hold the fort, y'all bitch niggas is holding dicks",0.0,0.49,0.51,2013.0
3653,2010.0,-0.5859,East Coast,3653,A$AP Ferg,East Coast,2014-11-28,"This that East Coast, mothafucka",All of you niggas get burnt when the gun is up,"Call me Mr. East Coast, mothafucka",0.0,0.348,0.652,2014.0
3655,2010.0,-0.5859,East Coast,3655,A$AP Ferg,East Coast,2014-11-28,"This that East Coast, mothafucka (Hahahahah)",All of you niggas get burnt when the gun is up,"Call me Mr. East Coast, mothafucka (Remy, Ma)",0.0,0.348,0.652,2014.0
3657,2010.0,-0.5859,East Coast,3657,A$AP Ferg,East Coast,2014-11-28,"This that East Coast, mothafucka",All of you niggas get burnt when the gun is up,"Call me Mr. East Coast, mothafucka",0.0,0.348,0.652,2014.0
3659,2010.0,-0.5859,East Coast,3659,A$AP Ferg,East Coast,2014-11-28,"This that East Coast, mothafucka",All of you niggas get burnt when the gun is up,"Call me Mr. East Coast, mothafucka",0.0,0.348,0.652,2014.0
3661,2010.0,-0.5859,East Coast,3661,A$AP Ferg,East Coast,2014-11-28,"This that East Coast, mothafucka",All of you niggas get burnt when the gun is up,"Call me Mr. East Coast, mothafucka",0.0,0.348,0.652,2014.0
3663,2010.0,-0.5859,East Coast,3663,A$AP Ferg,East Coast,2014-11-28,"This that East Coast, mothafucka",All of you niggas get burnt when the gun is up,"Call me Mr. East Coast, mothafucka9Embed', 'Family Lyrics[Intro]",0.0,0.348,0.652,2014.0
3651,2010.0,-0.5859,East Coast,3651,A$AP Ferg,East Coast,2014-11-28,"This that East Coast, mothafucka",All of you niggas get burnt when the gun is up,"Call me Mr. East Coast, mothafucka",0.0,0.348,0.652,2014.0
3649,2010.0,-0.5859,East Coast,3649,A$AP Ferg,East Coast,2014-11-28,"This that East Coast, mothafucka",All of you niggas get burnt when the gun is up,"Call me Mr. East Coast, mothafucka",0.0,0.348,0.652,2014.0
3847,2010.0,-0.5859,Bronx,3847,Action Bronson,72 Virgins,2012-03-12,"Shouts to the motherfucking Bronx, man",Shouts to motherfucking Flushing,"All fucking day I’m out here wiling, man",0.0,0.559,0.441,2012.0
3866,2010.0,-0.5974,Queens,3866,Action Bronson,Chuck Person,2011-01-04,"Flushing, Queens, twenty seven years strong","So sick, muthafucka cover face with muzzles (Yeah!)",Where you think you're gonna run to when the tears gone,0.0,0.357,0.643,2011.0
2691,2010.0,-0.5994,Brooklyn,2691,Young M.A,Brooklyn (Chiraq Freestyle),2017-04-27,That's Brooklyn nigga,"If a nigga die we don't talk, shh",Them TEC-9s'll cook a nigga,0.0,0.394,0.606,2017.0
301,2010.0,-0.5994,Bronx,301,Redman,High 2 Come Down,2010-12-07,"Boogie Down like Bronx, high at the skate key","Yo, Gilla nigga, era, fuck you, pay me","It\'s like Janet, ""What Have You Done for Me, Lately?""",0.0,0.45,0.55,2010.0
3817,2010.0,-0.6124,Brooklyn,3817,Fabolous,Cap,2010-08-31,Brooklyn team wear black where I live,"No lies told, it's a fact where I live",Niggas don't play but we ball like Nets,0.0,0.5,0.5,2010.0
1497,2010.0,-0.6249,New York,1497,U-God,Spit Game,2013-07-23,"And it's New York's finest, you've been ordained","And I bang you out, with the Gang Land violence","With the deadly aim, don't think I won't shoot ya",0.0,0.339,0.661,2013.0
2162,2010.0,-0.6249,Harlem,2162,Big L,NY Freestyle,2010-11-23,"Catch me in Harlem World smokin silence wit sons, what","Violence is young, wild as they come","Aiyyo cats wanna talk trash, yo I talk cash",0.0,0.406,0.594,2010.0
2731,2010.0,-0.6249,Brooklyn,2731,Young M.A,Pain,2015-03-15,"I’m in Brooklyn, tell ‘em look for me",If these niggas got a problem,I spit that ether,0.0,0.63,0.37,2015.0
1932,2010.0,-0.6249,America,1932,KRS-One,Free (The Book Song),2017-05-09,"Here's American Heritage Dictionary, 4th edition",It just shows accurately the racism to the maximum,Here's what it looks like when you look at the definition of Shirley Chisholm,0.0,0.339,0.661,2017.0
3793,2010.0,-0.6369,Brooklyn,3793,Fabolous,Body Ya,2012-11-22,"Ugh, I’m a Brooklyn nigga anyhow",Fake niggas help you recognize the real niggas,Closet looking like I opened up a Vinnie Styles,0.185,0.541,0.274,2012.0
2688,2010.0,-0.6428,Brooklyn,2688,Young M.A,Brooklyn (Chiraq Freestyle),2017-04-27,And straight murder everything Brooklyn style,Now the squad 'bout to get on this shit,You already know nigga,0.0,0.347,0.653,2017.0
3708,2010.0,-0.6486,Harlem,3708,A$AP Ferg,Reloaded (Let It Go 2),2016-04-22,"Dead, casualties in Harlem","Look out the window, he dead in the street",Draw guns like galleries in Harlem,0.0,0.35,0.65,2016.0
3709,2010.0,-0.6486,Harlem,3709,A$AP Ferg,Reloaded (Let It Go 2),2016-04-22,Draw guns like galleries in Harlem,"Dead, casualties in Harlem","No life, they'd rather be in coffin",0.0,0.589,0.411,2016.0
97,2010.0,-0.6808,New York City,97,Nicki Minaj,Easy,2018-08-10,New York City,(What the hell are you waiting for?),,0.0,0.434,0.566,2018.0
1457,2010.0,-0.6808,New York,1457,U-God,Ghostface Killers (Freestyle),2013-07-23,"My New York shit, it get cold-heart like a frost-bit titty","In enormous city, no feelings, no pity","Known to be gritty, that New York fitty",0.0,0.623,0.377,2013.0
96,2010.0,-0.6808,New York,96,Nicki Minaj,Easy,2018-08-10,New York City,(What the hell are you waiting for?),,0.0,0.434,0.566,2018.0
3420,2010.0,-0.6808,Jamaica,3420,Nas,Blue Benz,2017-11-20,"Her grandma raised her, I met her in Kingston, Jamaica","She was twelve when he passed, she's been in hell since that","Where veteran kingpins bought acres, rest in peace Louie Rankin",0.0,0.295,0.705,2017.0
347,2010.0,-0.6908,New York,347,Desiigner,Mobb Ties,2016-06-26,I\'m ridin\' in New York insidе my Mulsanne (Mulsanne),"I can\'t show no lovе, don\'t fuck with February (February)","Big body, I\'m taking up the two lanes (Up the two lanes)",0.0,0.449,0.551,2016.0
3352,2010.0,-0.6956,America,3352,Nas,America,2019-07-19,"Yo, it\'s like waking up, from a bad dream (America)","But who the fuck you think you talking to?4Embed', 'America Lyrics[Intro: Nas & Flo Simpson]","Just to figure out, you wasn\'t dreaming in the first place (no)",0.0,0.268,0.732,2019.0
303,2010.0,-0.7096,New York,303,Redman,High 2 Come Down,2010-12-07,"But I\'m barbershop talk, L.A. and New York",Y\'all chicken ass niggas blood made of broth,"So all you West Coast niggas, get that money",0.0,0.496,0.504,2010.0
2729,2010.0,-0.7096,New York,2729,Young M.A,Pain,2015-03-15,"Ain’t nothing ‘bout me sweet, I’m from grimy ass New York",Fuck these niggas thought?,Brooklyn is the borough where everything thorough,0.0,0.747,0.253,2015.0
2695,2010.0,-0.7096,Brooklyn,2695,Young M.A,Brooklyn (Chiraq Freestyle),2017-04-27,"I fuck your wife and I nut in your face17Embed"", 'Brooklyn Poppin’ Lyrics[Intro]","Lookin' ass niggas, I'll give 'em DNA","Ain\'t nothin\' like that good ole\' liquor, nigga",0.0,0.541,0.459,2017.0
4024,2010.0,-0.7177,America,4024,Immortal Technique,Fuck Tha Government,2011-10-27,I'm baptized by America and covered in leeches,"I pledge no allegiance, nigga, fuck the President's speeches!",The dirty water that bleaches your soul and your facial features,0.0,0.5,0.5,2011.0
4018,2010.0,-0.7351,New York,4018,Immortal Technique,Crimes of the Heart,2011-10-27,Real talk \'cause the real New York,Gambling with a bunch of fakes and liars,Is the pain and the suffering of lost love,0.0,0.554,0.446,2011.0
4098,2010.0,-0.7455,America,4098,Immortal Technique,The 3rd World,2011-10-27,It makes the hood in America look like paradise,From where police brutality is not half as nice,Compared to the AIDS-infested Caribbean slum,0.0,0.475,0.525,2011.0
3907,2010.0,-0.75,New York,3907,Action Bronson,Industry Shakedown Cypher,2015-03-23,By this New York menace,"Beefs annoy, don\'t get destroyed (what!)","Cock Glocks, pop shots, turn your face to a blemish",0.0,0.615,0.385,2015.0
1803,2010.0,-0.7543,America,1803,Talib Kweli,Echoes,2013-01-01,"Where love resides, like This American Quilt except it’s a shitty fabric","Killing each other for scraps, this shit is pretty graphic",Malcolm said “Make it plain” but still we getting’ elaborate,0.17,0.459,0.371,2013.0
3845,2010.0,-0.7579,Queens,3845,Action Bronson,72 Virgins,2012-03-12,One motherfucker galaxy of Queens rep,The same night dreamt of a bitch and her spewing my pants damn,Clients waiting while the custard made a cream set,0.0,0.394,0.606,2012.0
77,2010.0,-0.7906,New York,77,Nicki Minaj,Buy a Heart (Target Version),2010-11-22,"Good morning, New York (Featuring that boy Lil Wayne)","Yessir, this shit right here’s called Can’t Stop, Won’t Stop","Good afternoon, New Orleans (Young Money in the building)",0.0,0.533,0.467,2010.0
2273,2010.0,-0.7906,Bronx,2273,Fat Joe,Bronx Keeps Creating It,2011-10-31,"The Bronx keeps creatin it, you know how that go, peace",Fatal like Joe with this murderous flow,,0.167,0.567,0.267,2011.0
2335,2010.0,-0.802,Bronx,2335,Fat Joe,Intro (The Darkside),2010-07-27,Who am I? I'm just a kid from the Bronx,Forget niggas you even got bitches approaching,If you love hip-hop you might of heard my shit once,0.0,0.672,0.328,2010.0
514,2010.0,-0.8225,Brownsville,514,Cormega,Respect Me,2014-07-22,Brownsville still going strong,These niggas are fake always coming at you wrong,"Friends become enemies, nigga you never been a friend of me",0.0,0.589,0.411,2014.0
4101,2010.0,-0.8225,America,4101,Immortal Technique,The 3rd World,2011-10-27,They helped Europe and America rape this bitch,I’m from where the Catholic Church is some racist shit,"They pray to white Spanish Jesus, whose face is this?",0.0,0.487,0.513,2011.0
2730,2010.0,-0.8307,Brooklyn,2730,Young M.A,Pain,2015-03-15,Brooklyn is the borough where everything thorough,"Ain’t nothing ‘bout me sweet, I’m from grimy ass New York","I don’t do it for the rich, nah I do it for my ghetto",0.0,0.523,0.477,2015.0
276,2010.0,-0.8316,Jersey,276,Redman,Da Bump,2010-01-01,"Newark, New Jersey\'s on the map, comprende",And keep an incense lit for the funky ass bitches,And confrontations start from the blunts and the Reme,0.0,0.557,0.443,2010.0
3744,2010.0,-0.8316,Brooklyn,3744,Masta Killa,Medina (East New York),2017-09-29,"Under the influence, I arrived at Brooklyn Jewish",And killed the pain of the breech birth,"Now a tree grows, standing ovation",0.0,0.565,0.435,2017.0
635,2010.0,-0.8316,America,635,RZA,Horror,2014-01-01,"\xa0\xa0\xa0\xa0\xa0Secondly, Dawn of the Dead was the great metaphor for American society. The zombies were Americans, just walking through the mall, lost, trying to find excitement outside of themselves. They forgot that excitement is not buying a new TV; it\'s taking your shoes off and walking in the grass in your backyard. All those movies were really showing us ourselves.","\xa0\xa0\xa0\xa0\xa0For one thing, Night of the Living Dead predicted the dawn of crack. If you lived in the hood in the \'80s, you saw that movie come to life in the street. There\'s a reason Public Enemy titled that song ""Night of the Living Baseheads.""","\xa0\xa0\xa0\xa0\xa0When I first saw Night of the Living Dead, I was scared to death. But when I watched it again at age sixteen (when they were up to Day of the Dead), I\'d gotten knowledge of myself, and could relate to what it was saying about America. The dead were alive but they were blind, deaf, and dumb. So to me, they were symbolic of black men in America.",0.0,0.157,0.843,2014.0
