Name;Categories;URL;Years Active Start;Birthdate;Summary;Years Active End;Deathdate;Clip Example YouTube;City;Neighborhood;Coordinates
Richie Rich;rapper;https://en.wikipedia.org/wiki/Richie_Rich_(rapper);1986;1968-06-25;Richard Serrell, better known by his stage name Richie Rich, is a rapper from Oakland, California. He currently runs his own record label, Ten-Six Records.;;;https://www.youtube.com/embed/LiV9q1EZ-CA;Oakland;;37.800256,-122.233585
Sir Mix-a-Lot;rapper;https://en.wikipedia.org/wiki/Sir_Mix-a-Lot;1983;1963-08-12;Anthony Ray (born August 12, 1963), better known by his stage name Sir Mix-a-Lot, is an American rapper and producer based in Seattle, Washington.;2003;;https://www.youtube.com/embed/SBPpy_SVV_0;Seatle;Capitol Hill;47.6274,-122.316756
TTC;group;https://en.wikipedia.org/wiki/TTC_(band);1999;;TTC is a French hip hop group from Paris. It consists of Tido Berman, Teki Latex, Cuizinier, Orgasmic, Para One, and Tacteel.;2013;;https://www.youtube.com/embed/5VxmRw6LmBQ;Paris;;48.847221,2.289997
Blackalicious;group;https://en.wikipedia.org/wiki/Blackalicious;1994;;"Blackalicious is an American hip-hop duo from Sacramento, California, made up of rapper Gift of Gab and DJ/producer Chief Xcel. They are noted for Gift of Gab's often tongue-twisting, multisyllabic, rhymes and Chief Xcel's deemed ""classic"" beats.";;;https://www.youtube.com/embed/IqqPyKumZqM;Sacramento;;38.504414,-121.535965
Ed O.G.;rapper;https://en.wikipedia.org/wiki/Ed_O.G.;1987;1970-11-27;Edward Anderson (born November 27, 1970) is a hip-hop artist from Boston, Massachusetts, United States, better known by his stage names Ed O.G. and Edo G.;;;https://www.youtube.com/embed/ZP_wymk8ORQ;Boston;Roxbury;42.316504,-71.091491
Master P;rapper;https://en.wikipedia.org/wiki/Master_P;1988;;Percy Robert Miller, known by his stage name Master P or his business name P. Miller, is an American rapper, businessman, filmmaker, and former basketball player. He is the founder of the record label No Limit Records.;;;https://www.youtube.com/embed/BOnuAFSeWE4;New Orleans;Caliope Projects;29.950556,-90.092222
Lupe Fiasco;rapper;https://en.wikipedia.org/wiki/Lupe_Fiasco;2000;1982-02-16;asalu Muhammad Jaco (born February 16, 1982), better known by his stage name Lupe Fiasco, is an American rapper, record producer, and entrepreneur. He rose to fame in 2006 following the success of his debut album, Lupe Fiasco's Food & Liquor.;;;https://www.youtube.com/embed/Gl83mI69nX4;Chicago;Harvey;41.6181,-87.6434
Beastie Boys;group;https://en.wikipedia.org/wiki/Beastie_Boys;;;The Beastie Boys were an American hip hop group from New York City, formed in 1980.;;;https://www.youtube.com/embed/z5rRZdiu1UE;New York;;40.741088,-73.995674
Mac Dre;"producer;rapper";https://en.wikipedia.org/wiki/Mac_Dre;;;Andre Louis Hicks (July 5, 1970 – November 1, 2004), better known by his stage name Mac Dre, was an American rapper and record producer. On November 1, 2004, Mac Dre was fatally shot and killed by an unknown assailant after a performance in Kansas City, Missouri.;;;https://www.youtube.com/embed/j8Szl_JyCUQ;Vallejo;Country Club Crest;38.1468556,-122.2386108
Damso;"producer;rapper";https://fr.wikipedia.org/wiki/Damso;;;William Kalubi know has Damso, born 11 may 1992 in Kinshasa (Congo), is a Belgian rapper and producer.;;;https://www.youtube.com/embed/9vSpgfZeuMA;Bruxelles;;50.8353541,4.3508639
Lino;rapper;https://en.wikipedia.org/wiki/Lino_(rapper);;;Gaëlino M'Bani better known by his stage name Lino is a French rapper. He was a member of the French rap duo Ärsenik with his brother Calboni M'Bani known as Calbo in the duo.;;;https://www.youtube.com/embed/mps059Dn_P4;Villiers-le-Bel;;49.0,2.3833
Dj Yella;;;;;Dj Yella is an american Producer from Los Angeles. He was a member of N.W.A.;;;;Los Angeles;Compton;33.896006,-118.2333217
Nas;rapper;https://en.wikipedia.org/wiki/Nas;;;Nasir bin Olu Dara Jones (born September 14, 1973), better known by his stage name Nas /ˈnɑːz/, is an American hip hop recording artist, record producer, actor and entrepreneur.;;;https://www.youtube.com/embed/3hOZaTGnHU4;Queens;Queensbridge;40.755194,-73.945333
Hyacinthe;rapper;https://fr.wikipedia.org/wiki/Hyacinthe_%28rappeur%29;2012;;"Hyacinthe is a French rapper from crew DFHDGB (which stands for ""Des Faux Hipster et Des Grosses Bites"" and means ""False Hipsters and Big Dicks"") composed of rapper LOAS and beatmaker Krampf. His first album ""Sarah"" is out on September 29, 2017.";;;https://www.youtube.com/embed/C6zKHkA0SRI;Paris;18ème;48.891192,2.329376
Big Hawk;rapper;https://en.wikipedia.org/wiki/Big_Hawk;1992;1969-11-15;John Edward Hawkins (November 15, 1969 – May 1, 2006), better known as H.A.W.K. or Big Hawk was an American rapper from Houston, Texas and a founding member of the late DJ Screw's rap group the Screwed Up Click.;2006;2006-05-01;https://www.youtube.com/embed/T4SEZ9skGrA;Houston;;29.621483,-95.340298
Fat Pat;rapper;https://en.wikipedia.org/wiki/Fat_Pat_(rapper);1993;1970-12-04;Patrick Lamark Hawkins (December 4, 1970 – February 3, 1998), better known by his stage name Fat Pat was an American rapper from Houston, Texas.;1998;1998-02-03;https://www.youtube.com/embed/7aELH0U2gkk;Houston;;29.619981,-95.342376
Manza Abdeslam;rapper;https://www.facebook.com/ManzaAbdeslamofficiel/;;;Manza Abdeslam (also know as Manza Eliott Ness), is a Belgian rapper, slamer, writer from Bruxelles.;;;https://www.youtube.com/embed/c_v-W2Qnci4;Bruxelles;;50.855179,4.346122
MBS;group;https://en.wikipedia.org/wiki/MBS_(hip_hop);1993;;MBS, short for Le Micro Brise Le Silence (the microphone breaks the silence), is a rap group formed in 1988 in Algeria. They sing in Algerian and French. The group is composed of DEYMED, Red One, Yacine Ayad et DONQUISHOOT.;;;https://www.youtube.com/embed/vjHBLNMrC2E;Hussein Dey;;36.73697,3.100699
Columbine;group;https://www.facebook.com/ColumbineVGMS/;2014;;Columbine is a rap band from Rennes, composed of 8 members ( Chaman, Chaps, Foda C, Lujipeka, Sacha, KCIV, Sully, Yro  and Lorenzo (aka Larry Garcia).;;;https://www.youtube.com/embed/xol8-sqbNqA;Rennes;;48.110966,-1.669917
Jeanjass;"producer / dj;rapper";;;;JeanJass (also know has Jassim) is a Belgian rapper and beatmaker from Charleroi. He is a member of the group Exodarap, and better know for is collaboration with the Belgian rapper Caballero.;;;https://www.youtube.com/embed/8Ri-sT8DVeg;Charleroi;;50.40959,4.443352
Akon;"rapper;singer";https://en.wikipedia.org/wiki/Akon;2003;1973-04-16;Aliaume Damala Badara Akon Thiam (born April 16, 1973), better known as Akon, is an American singer, rapper, songwriter, businessman, record producer and actor from Jersey City, New Jersey.;;;https://www.youtube.com/embed/14PgWitIbSk;Jersey City;;40.726127,-74.071806
Mozzy;rapper;https://en.wikipedia.org/wiki/Mozzy;2004;1987-06-24;"Timothy ""Mozzy"" Patterson american rapper from Oak Park, Sacramento. Mozzy started rapping in 2004 under the name Lil' Tim, before changing his stage name to Mozzy in 2012.";;;https://www.youtube.com/embed/nIgFaS1yA0w;Sacramento;Oak Park;38.548291,-121.457188
Necro;rapper;https://en.wikipedia.org/wiki/Necro_(rapper);2000;1976-06-07;Ron Braunstein (born June 7, 1976), better known by his stage-name Necro, is an American rapper from Brooklyn. He is the owner of Psycho+Logical-Records founded November, 1999.;;;https://www.youtube.com/embed/5n1ETxqcsNY;Brooklyn;Glenwood Houses;40.636075,-73.919377
Tyler, The Creator;"producer;rapper";https://en.wikipedia.org/wiki/Tyler,_The_Creator;2007;1991-03-06;Tyler Gregory Okonma (born March 6, 1991), better known by his stage name Tyler, The Creator, is an American rapper, record producer, and music video director.;;;https://www.youtube.com/embed/XSbZidsgMfw;Los Angeles;Hawthorne;33.914217,-118.35278
Rakim;rapper;https://en.wikipedia.org/wiki/Rakim;;;William Michael Griffin (born January 28, 1968), better known by his stage name Rakim, is an American rapper. One half of golden age hip hop duo Eric B. & Rakim.;;;https://www.youtube.com/embed/M34OelgSlKI;New York;Wyandanch;40.7251749,-73.3655864
Tory Lanez;"rapper;singer";https://en.wikipedia.org/wiki/Tory_Lanez;;;Daystar Peterson (born July 27, 1992), better known by his stage name Tory Lanez, is a Canadian hip hop recording artist.;;;https://www.youtube.com/embed/tipfVjCASJg;Toronto;;43.666488,-79.378138
Chris Travis;rapper;https://en.wikipedia.org/wiki/Chris_Travis;;;"Chris Travis is an American hip hop recording artist, from Memphis, Tennessee. He is best known for being the originator of the ""WaterBoyz"" lifestyle/movement.";;;https://www.youtube.com/embed/fmq39rSBi6g;Memphis;;35.1205339,-90.0377036
Gradur;rapper;https://en.wikipedia.org/wiki/Gradur;;;Wanani Gradi Mariadi (born 1990) better known as Gradur is a French rapper of Congolese origin originating from Nord-Pas-de-Calais.;;;https://www.youtube.com/embed/4Cw_sgFePv4;Roubaix;Schweitzer;50.6700138,3.1986945
Bankroll Fresh;rapper;https://en.wikipedia.org/wiki/Bankroll_Fresh;;;Trentavious Zamon White Sr. (August 2, 1987 – March 4, 2016), better known by his stage name Bankroll Fresh or Yung Fresh, was an American rapper from Atlanta, Georgia.;;;https://www.youtube.com/embed/lZ2jrla-UHM;Atlanta;;33.73948,-84.39888
Positive Black Soul;group;https://en.wikipedia.org/wiki/Positive_Black_Soul;1989;;Positive Black Soul, PBS, born in Dakar, is one of the first rap collectives in Senegal. Created in 1989, the group is composed of Dj Awadi and Dugg E Tee. They perform in the English, French, and Wolof languages and use traditional Senegalese instruments as part of their songs.;;;https://www.youtube.com/embed/Q1CMGESrDY4;Dakar;;14.776316,-17.383478
Ninho;rapper;https://genius.com/artists/Ninho;2013;;Ninho is a french rapper from Yerres, Essone.;;;https://www.youtube.com/embed/cse6bfsu-Eg;Yerres;;48.706067,2.483581
Yung Berg;"rapper;singer";https://en.wikipedia.org/wiki/Yung_Berg;2001;1985-09-09;Christian Ward (born September 9, 1985), better known as his stage names Yung Berg and Hitmaka, is an American rapper and singer.;;;https://www.youtube.com/embed/QF2KMl5q3jI;Chicago;;41.81331,-87.703015
Pouya;rapper;https://genius.com/artists/Pouya;2012;;Kevin Pouya, known simply as Pouya, is an American rapper from Miami.;;;https://www.youtube.com/embed/YMe8YHBLvD8;Miami;;25.793981,-80.235234
Eloquence;rapper;;2003;;Eloquence is a french rapper from Evry, Esonne.;;;https://www.youtube.com/embed/Ra637-CoIyE;Evry;;48.633044,2.440871
Expression Direkt;group;https://fr.wikipedia.org/wiki/Expression_Direkt;1994;;Expression Direkt is a french hip hop group from Mantes-la-Jolie, Yvelines. The group is composed of Delta, Kertra, Le T.I.N. and Weedy.;2012;;https://www.youtube.com/embed/275JDOgDZTk;Mantes la jolie;;48.996195,1.700346
Krisy;"producer / dj;rapper";https://genius.com/artists/Krisy;2010;;Krisy (also know as De La Fuentes) is a Belgian  producer and rapper from Bruxelles.;;;https://www.youtube.com/embed/W4DpRQOWvU0;Bruxelles;;50.847483,4.339205
Z-Ro;rapper;https://en.wikipedia.org/wiki/Z-Ro;1994;1977-01-19;Joseph Wayne McVey IV (born January 19, 1977), better known by his stage names Z-Ro and The Mo City Don, is an American rapper from South Park, Houston Texas.;;;https://www.youtube.com/embed/huykW1Gud2Y;Houston;South Park;29.683343,-95.336695
Sole;rapper;https://en.wikipedia.org/wiki/Sole_(hip_hop_artist);1992;1977-09-25;"James Timothy ""Tim"" Holland Jr. (born September 25, 1977), better known by his stage name Sole, is an American underground hip hop artist from Portland, Maine.";;;https://www.youtube.com/embed/cv1okXCsYDA;Portland;;45.548719,-122.649736
Scylla;rapper;https://fr.wikipedia.org/wiki/Scylla_(rappeur);2002;;Scylla is a Belgian rapper, member of the OPAK crew.;;;https://www.youtube.com/embed/Pr0ViEHmuRY;Bruxelles;Schaerbeek;50.875477,4.381356
Ab-Soul;rapper;https://en.wikipedia.org/wiki/Ab-Soul;2002;1987-02-23;Herbert Anthony Stevens IV (born February 23, 1987), better known by his stage name Ab-Soul, is an American hip hop recording artist from Carson, California.  He is a member of the record label Top Dawg Entertainment (TDE).;;;https://www.youtube.com/embed/XiMt_5DRpeM;Los Angeles;Carson;33.858318,-118.263819
Nacho Picasso;rapper;https://en.wikipedia.org/wiki/Nacho_Picasso;2010;1983-10-30;Jesse Robinson, better known by his stage name Nacho Picasso, is an American rapper from Seattle, Washington. He is a member of Moor Gang rap collective.;;;https://www.youtube.com/embed/ixaTVf9JG9o;Seatle;;47.564748,-122.327673
Rich Homie Quan;rapper;https://en.wikipedia.org/wiki/Rich_Homie_Quan;2012;1989-10-04;Dequantes Devontay Lamar (born October 4, 1989) better known by his stage name Rich Homie Quan, is an American hip hop recording artist from Atlanta, Georgia.;;;https://www.youtube.com/embed/bWMw4vE3J8s;Atlanta;;33.7053,-84.3258
Big Pun;rapper;https://en.wikipedia.org/wiki/Big_Pun;1992;1971-11-10;Christopher Lee Rios[1] (November 10, 1971 – February 7, 2000), known has Big Pun (short for Big Punisher), was an American rapper from The Bronx, New York City, he was the first Latino rapper to have an album certified platinum as a solo act.;2000;2000-02-07;https://www.youtube.com/embed/DwEqTbaFVXU;New York;South Bronx;40.823268,-73.92201
A$AP Ferg;rapper;https://en.wikipedia.org/wiki/ASAP_Ferg;2007;1988-10-20;Darold D. Brown Ferguson, Jr. (born October 20, 1988), better known by his stage name A$AP Ferg, is an American rapper from Harlem, New York. Aside from his solo career, he is a member of the hip hop collective A$AP Mob.;;;https://www.youtube.com/embed/WjlkvM7mz1U;Harlem;Hamilton Heights;40.825389,-73.949062
Dej Loaf;"rapper;singer";https://en.wikipedia.org/wiki/Dej_Loaf;2011;1991-04-08;Deja Trimble (born April 8, 1991), better known by her stage name Dej Loaf (stylized as DeJ Loaf), is an American rapper, singer and songwriter from Detroit, Michigan.;;;https://www.youtube.com/embed/3Hn9hLOljJI;Detroit;Eastside;42.376697,-82.980146
Psy 4 de la rime;group;https://en.wikipedia.org/wiki/Psy_4_de_la_Rime;1995;;Psy 4 de la Rime are a French hip hop group formed 1992 in Marseille composed of  Alonzo, Vincenzo, Soprano and DJ Sya Styles.;2015;;https://www.youtube.com/embed/Ct-ZOHrD8pA;Marseille;Cité du Plan d'Aou;43.3686717,5.3533533
Wiley;"producer;rapper";https://en.wikipedia.org/wiki/Wiley_(rapper);1996;1979-01-19;Richard Kylea Cowie (born 19 January 1979), better known by his stage name Wiley, is an English rapper, record producer and DJ with Caribbean roots from Bow, East London.;;;https://www.youtube.com/embed/D8PeDsO0vGo;East London;Bow;51.525414,-0.027722
The Game;rapper;https://en.wikipedia.org/wiki/The_Game_(rapper);2002;1979-11-29;Jayceon Terrell Taylor (born November 29, 1979), better known by his stage name The Game (or simply Game), is an American rapper from Los Angeles.;;;https://www.youtube.com/embed/tDkmhZIQ9jo;Los Angeles;Compton;33.891111,-118.227222
Masta Killa;rapper;https://en.wikipedia.org/wiki/Masta_Killa;;1969-08-18;"Jamel Irief (born Elgin Turner; August 18, 1969), better known by his stage name Masta Killa, is an American rapper and member of the Wu-Tang Clan.";;;https://www.youtube.com/embed/QZ5Rbla6jJA;Brooklyn;East New York;40.663512,-73.884644
Zoxea;rapper;https://en.wikipedia.org/wiki/Zoxea;;;Jean-Jacques Kodjo, a.k.a. Zoxea, was born on November 11, 1974 in Sèvres, Hauts-de-Seine.;;;https://www.youtube.com/embed/tf-wbTQ4L3A;Boulogne Billancourt;Casteja;48.8305624,2.2367953
Niro;rapper;https://en.wikipedia.org/wiki/Niro_(rapper);;;Noureddine Bahri (born 1987 in Orléans, Loiret), better known as Niro, is a French rapper of Moroccan descent who grew up in Blois.;;;https://www.youtube.com/embed/J-hfJvIg14A;Blois;;47.593889,1.328056
Birdman;rapper;https://en.wikipedia.org/wiki/Birdman_(rapper);;1969-02-15;Bryan Williams (born February 15, 1969), known by his stage names Birdman or Baby, is an American rapper, record producer, and entrepreneur. He is the co-founder and public face of Cash Money Records.;;;https://www.youtube.com/embed/Rsgl14UQHDQ;New Orleans;;29.959346,-90.104417
Lil Durk;rapper;https://en.wikipedia.org/wiki/Lil_Durk;;;Durk Banks (born October 19, 1992), better known by his stage name Lil Durk, is an American rapper and singer-songwriter from Chicago, Illinois.;;;https://www.youtube.com/embed/tgA-wVkuZGo;Chicago;;41.7775982,-87.649594
Biffty;rapper;https://genius.com/artists/Biffty;2015;;Biffty is a french rapper from Aulnay sous bois. He is a member of the Patapouf Gang.;;;https://www.youtube.com/embed/6idy7JSPDVg;Aulnay sous bois;;48.923861,2.494209
Keny arkana;rapper;https://en.wikipedia.org/wiki/Keny_Arkana;1996;1982-12-20;Keny Arkana is an Argentine-French rapper from Marseille who is active in the alter-globalization and civil disobedience movements.;;;https://www.youtube.com/embed/ERYbBKffvz0;Marseille;;43.309782,5.390296
Sam's;"producer / dj;rapper";https://fr.wikipedia.org/wiki/Moussa_Mansaly;2000;1983-11-09;Moussa Mansaly know has Sam's is a french rapper, actor, producer from Bordeaux.;;;https://www.youtube.com/watch?v=m1dt_h3N2JM;Bordeaux;;44.82514,-0.572409
M.I.A.;"rapper;singer";https://en.wikipedia.org/wiki/M.I.A._(rapper);2000;1975-07-18;"Mathangi ""Maya"" Arulpragasam (born 18 July 1975), better known by her stage name M.I.A., is an English-Tamil rapper, singer-songwriter, record producer.";;;https://www.youtube.com/embed/2uYs0gJD-LE;Mitcham;Phipps Bridge Estate;51.405969,-0.182573
Dj Premier;producer / dj;https://en.wikipedia.org/wiki/DJ_Premier;1984;1966-03-21;Christopher Edward Martin (born March 21, 1966), better known by his stage name DJ Premier, is an American Record Producer and DJ, and was half of the hip hop duo Gang Starr—alongside the emcee Guru.;;;https://www.youtube.com/embed/mnl7Q_IBXbw;New york;Brooklyn;40.675853,-73.94279
113;group;https://en.wikipedia.org/wiki/113_(band);1994;;13 is a French hip hop group with African and Caribbean roots originating in North and West Africa and the island of Guadeloupe, formed in the Parisian suburb of Vitry-sur-Seine.;2011;;https://www.youtube.com/embed/sY8Ej3tn0Gk;Vitry-sur-Seine;;48.78979,2.403053
Movez'Lang;group;https://fr.wikipedia.org/wiki/Mo%27vez_Lang;1995;;Mo'vez Lang is a French rap band from Boulogne, Hauts-de-Seine. The group was formed by LIM, Cens Nino and Boulox Force.;2012;;https://www.youtube.com/embed/_tky7E4aJJ4;Boulogne Billancourt;Pont de Sèvres;48.828274,2.231283
Orelsan;"producer / dj;rapper";https://en.wikipedia.org/wiki/Orelsan;2008;1982-08-01;Aurélien Cotentin (born 1 August 1982 in Alençon, Orne), better known by his stage name Orelsan, is a French rapper, songwriter, record producer, actor and film director.;;;https://www.youtube.com/embed/tOq65m0gc5g;Alençon;;48.431979,0.083678
Yelawolf;rapper;https://en.wikipedia.org/wiki/Yelawolf;2005;1979-12-30;Michael Wayne Atha (born December 30, 1979), better known as Yelawolf, is an American hip hop recording artist.;;;https://www.youtube.com/embed/np3pU-dLok4;Nashville;;36.143001,-86.786701
Chamillionaire;rapper;https://en.wikipedia.org/wiki/Chamillionaire;1997;1979-11-28;Hakeem Seriki (born November 28, 1979), better known by his stage name Chamillionaire, is an American musician, rapper from Houston, Texas.;;;https://www.youtube.com/embed/CtwJvgPJ9xw;Houston;;29.88786,-95.570445
Starflam;group;https://en.wikipedia.org/wiki/Starflam;1996;;Starflam is a Belgian hip hop group from Liège, Belgium. The group members are DJ Mig One, Fred'alabas, Seg and Balo,  Akro and Mista R.;;;https://www.youtube.com/embed/iSPtKaX3PHM;Liege;;50.610088,5.554746
André 3000;"rapper;singer";https://en.wikipedia.org/wiki/Andr%C3%A9_3000;1991;1975-05-27;André Lauren Benjamin (born May 27, 1975), better known by his stage name André 3000, is an American rapper, singer, songwriter, best known for being part of hip hop duo Outkast alongside fellow rapper Big Boi.;;;https://www.youtube.com/embed/PWgvGjAhvIw;Atlanta;;33.859537,-84.375569
Geto Boys;group;https://en.wikipedia.org/wiki/Geto_Boys;1986;;Geto Boys (originally spelled Ghetto Boys) is a rap group from Fifth Ward, Houston, Texas, currently consisting of Willie D and Bushwick Bill.;;;https://www.youtube.com/embed/KutXyPEEbQs;Houston;Fifth Ward;29.776394,-95.327122
Ty Dolla $ign;rapper;https://en.wikipedia.org/wiki/Ty_Dolla_Sign;2006;1985-04-13;Tyrone William Griffin Jr. (born April 13, 1985), known professionally as Ty Dolla Sign (stylized as Ty Dolla $ign or Ty$), is an American singer, rapper.;;;https://www.youtube.com/embed/3pAoC-DWNfs;Los Angeles;Crenshaw;34.006194,-118.341255
PNL;group;https://en.wikipedia.org/wiki/PNL_(band);2014;;PNL (Peace N' Lovés, translated Peace and money) is an independent French rap group formed in 2014 by two brothers, Ademo and N.O.S from Corbeil-Essonnes.;;;https://www.youtube.com/embed/s9y6iCRyRSE;Corbeil-Essonnes;Cité des Tarterêts;48.613633,2.465612
Kery James;rapper;https://en.wikipedia.org/wiki/Kery_James;1990;1977-12-28;Alix Mathurin (born 28 December 1977) better known as Kery James, is a French rapper from Orly.;;;https://www.youtube.com/embed/Oqm2UoqXCiA;Orly;;48.745477,2.402475
Schoolboy Q;rapper;https://en.wikipedia.org/wiki/Schoolboy_Q;2009;1986-10-26;Quincy Matthew Hanley (born October 26, 1986), better known by his stage name Schoolboy Q (often stylized ScHoolboy Q), is an American hip hop recording artist from South Central Los Angeles, California.;;;https://www.youtube.com/embed/KnnYiW5dnhQ;Los Angeles;South Central;33.996441,-118.289418
Missy Elliott;rapper;https://en.wikipedia.org/wiki/Missy_Elliott;;1971-07-01;"Melissa Arnette ""Missy"" Elliott (born July 1, 1971), often known professionally as Missy ""Misdemeanor"" Elliott, is an American rapper, dancer, and record producer.";;;https://www.youtube.com/embed/cjIvu7e6Wq8;Portsmouth;;36.815125,-76.381403
Negatif clan;group;;;;Negatif Clan is a Belgian rap band, based in Bruxelles.;;;https://www.youtube.com/embed/w5NctIKGGZI;Bruxelles;Héliport;50.8620201,4.351675
Busta Flex;rapper;https://fr.wikipedia.org/wiki/Busta_Flex;;1977-09-30;Valéry François know has Busta Flex, (born 30 september 1977) is a french rapper from Val-d'Oise.;;;https://www.youtube.com/embed/fcK5FOxWKew;Épinay-sur-Seine;Orgemont;48.957826,2.29537
Lil Jon;rapper;https://en.wikipedia.org/wiki/Lil_Jon;;;Jonathan Smith (born January 17, 1971), better known by his stage name Lil Jon, is an American record producer, rapper, songwriter, entrepreneur, DJ and actor from Atlanta, Georgia.;;;https://www.youtube.com/embed/AoA-ByjIf2M;Atlanta;;33.761173,-84.46813
Gkr;rapper;;;;GKR Is a rapper from Reykjavik, Iceland.;;;https://www.youtube.com/embed/y80m5Kmkrv0;Reykjavik;;64.123115,-21.822305
Russ;"producer / dj;rapper";https://en.wikipedia.org/wiki/Russ_(rapper);2007;1992-09-26;Russ Vitale (born September 26, 1992), known by his stage name and mononym Russ, is an American hip hop recording artist, singer-songwriter and record producer from Roswell, Georgia.;;;https://www.youtube.com/embed/oorK4RPgZ8Q;Roswell;;34.04598,-84.354128
Mister you;rapper;https://fr.wikipedia.org/wiki/Mister_You;2003;1984-02-05;Younès Latifi (born 5 February 1984), better known by his stage name Mister You, is a French rapper from Belleville, Paris (19th).;;;https://www.youtube.com/embed/3rM29CG28mY;Paris;Belleville;48.871907,2.38862
Turk;rapper;https://en.wikipedia.org/wiki/Turk_%28rapper%29;1996;1981-02-08;"Tab Virgil, Jr. (born February 8, 1981) better known by his stage name Turk (sometimes ""Young Turk"" or ""Lil Turk""), is an American rapper from New Orleans, Louisiana. He is best known for his time with Cash Money Records and with the Hot Boys.";;;https://www.youtube.com/embed/8YygZIdk1L4;New Orleans;Magnolia Street;29.938541,-90.09561
Fabolous;rapper;https://en.wikipedia.org/wiki/Fabolous;2000;1977-11-18;John David Jackson (born November 18, 1977), better known by his stage name Fabolous, is an American hip hop recording artist from  Bedford-Stuyvesant, Brooklyn, New York City.;;;https://www.youtube.com/embed/XE9IDVVXUYs;Brooklyn;Bedford-Stuyvesant;40.680119,-73.923857
Skepta;rapper;https://en.wikipedia.org/wiki/Skepta;2003;1982-09-19;"Joseph Junior Adenuga (born 19 September 1982), better known by his stage name Skepta, is an British grime artist, songwriter and record producer from Tottenham, North London. He is a former member of the grime band ""Meridian Crew"".";;;https://www.youtube.com/embed/MQOG5BkY2Bc;Tottenham;;51.605561,-0.0748
Arianna Puello;rapper;https://en.wikipedia.org/wiki/Arianna_Puello;1998;1977-01-16;Arianna Puello or Ari (born 16 January 1977) is a Spanish rapper of Dominican origin from Salt, Girona.;;;https://www.youtube.com/embed/YXBMn1ENsNw;Girona;Salt;41.971135,2.789179
Dany Dan;rapper;https://fr.wikipedia.org/wiki/Dany_Dan;1993;1973-11-20;Daniel Lakoué better know has Dany Dan, is a french rapper, (born 20 November 1973). He is one of the member of the group les Sages Poètes de la Rue.;;;https://www.youtube.com/embed/SZlhfMoRVpE;Boulogne-Billancourt;;48.833172,2.231573
Beanie Sigel;rapper;https://en.wikipedia.org/wiki/Beanie_Sigel;1995;1974-03-06;Dwight E. Grant (born March 6, 1974), better known by his stage name Beanie Sigel, is an American rapper and actor from Philadelphia, Pennsylvania. As a former artist of Roc-A-Fella Records he had formed a close association with rappers Jay-Z.;;;https://www.youtube.com/embed/qKdS2WHUsIE;Philadelphia;;39.927645,-75.17561
OJ Da Juiceman;rapper;https://en.wikipedia.org/wiki/OJ_da_Juiceman;2003;1981-11-23;Otis Williams, Jr. (born November 23, 1981), better known by his stage name OJ Da Juiceman, is an American rapper, actor and songwriter. OJ da Juiceman is founder of vanity label 32 Entertainment.;;;https://www.youtube.com/embed/qEn0dBVW18I;Atlanta;Sun Valley Appartements;33.715384,-84.327938
Benny B;"rapper;singer";https://en.wikipedia.org/wiki/Benny_B;1990;1968-12-11;"Benny B was a hip-hop group formed by Benny B, Daddy K and Perfect. Their singles ""Vous êtes fous!"" and ""Qu'est-ce qu'on fait maintenant ?""";1992;;https://www.youtube.com/embed/_YPeckUBzoM;Bruxelles;Molenbeek-Saint-Jean;50.854403,4.329316
Action Bronson;rapper;https://en.wikipedia.org/wiki/Action_Bronson;2008;1983-12-02;Arian Asllani (born December 2, 1983), better known by the stage name Action Bronson, is an American rapper and former chef.;;;https://www.youtube.com/embed/58RSC7HO9aU;Queens;Flushing;40.759185,-73.827754
Schoolly D;rapper;https://en.wikipedia.org/wiki/Schoolly_D;1984;;Jesse Bonds Weaver, Jr. (born June 22, 1962), better known by the stage name Schoolly D, is an American rapper from Philadelphia, Pennsylvania.;2000;;https://www.youtube.com/embed/fQc4A-XBzBY;Philadelphia;;39.961526,-75.19014
J. Cole;"rapper;singer";https://en.wikipedia.org/wiki/J._Cole;2009;1985-01-28;Jermaine Lamarr Cole (born January 28, 1985), better known by his stage name J. Cole, is an American hip hop recording artist and record producer. Raised in Fayetteville, North Carolina.;;;https://www.youtube.com/embed/wvFDXV0VBg4;Fayetteville;;35.04902,-78.945374
YG;rapper;https://en.wikipedia.org/wiki/YG_(rapper);2009;1990-03-09;Keenon Daequan Ray Jackson (born March 9, 1990), better known by his stage name YG, is an American hip hop recording artist from Compton, California.;;;https://www.youtube.com/embed/2nTCUI5reJw;Los Angeles;Compton;33.90967,-118.258146
Chance the Rapper;"producer;rapper;singer";https://en.wikipedia.org/wiki/Chance_the_Rapper;2011;1993-04-16;Chancelor Johnathan Bennett (born April 16, 1993), known professionally as Chance the Rapper, is an American hip hop recording artist from the West Chatham neighborhood of Chicago, Illinois.;;;https://www.youtube.com/embed/h8nIHZ-0kS4;Chicago;West Chatham;41.744289,-87.628899
50 Cent;rapper;https://en.wikipedia.org/wiki/50_Cent;1998;1975-07-06;Curtis James Jackson III (born July 6, 1975), known professionally as 50 Cent, is an American rapper, actor, businessman, and investor.;;;https://www.youtube.com/embed/5qm8PH4xAss;Queens;South Jamaica;40.668703,-73.77459
