,Title,Album,Artist,Release_Date,City,State,County,Country,Lyrics
2393,Ghetto Ballin',Game Face,Master P,2001-01-01,New Orleans,Louisiana,Plaquemines,USA,[Chorus x4]
2394,Real Love,Game Face,Master P,2001-01-01,New Orleans,Louisiana,Plaquemines,USA,[Chorus: Sera-Lynn]
2395,Want/Need,Gangsta Harmony,Mo B. Dick,1999-01-01,Morgan City,[Mac],"What, Mo B. Dick , Mr. Mac","All I Need, check it",From...
2396,Mo B.'s Theme,Gangsta Harmony,Mo B. Dick,1999-01-01,Morgan City,[KLC],Yeah (yeah),Three niggas in the broad,Serv did his si...
2397,Part 3,Gangsta Harmony,Mo B. Dick,1999-01-01,Morgan City,[Magic],Now this supposed to be a party right,No Limit Sold...,
2398,You Got That Fire,Gangsta Harmony,Mo B. Dick,1999-01-01,Morgan City,Chorus,Girl you got that fire,Play with my desire (play wit...,
2399,Intercourse,Gangsta Harmony,Mo B. Dick,1999-01-01,Morgan City,I just wanna fuck with you,Do the thing that porn stars do,...,
2400,Got to Get Mine,Gangsta Harmony,Mo B. Dick,1999-01-01,Morgan City,[KLC],Say that there,"Yeah, this one's going out to all the ...",
2401,You Fell in Love With a Gangsta,Gangsta Harmony,Mo B. Dick,1999-01-01,Morgan City,"Oh, I see your mad at me now huh?",Why you lookin at me like...,,
2402,It's Alright,Gangsta Harmony,Mo B. Dick,1999-01-01,Morgan City,[C-Murder],Mo B. Dick and C-Murder,Represent No Limit,Chor...
2403,What's On Your Mind?,Gangsta Harmony,Mo B. Dick,1999-01-01,Morgan City,[Woman],The allegations of organized crime prime ties,"What,...",
2404,I'd B a Fool,Gangsta Harmony,Mo B. Dick,1999-01-01,Morgan City,[Fiend],Yo whassup?,Man girl don't give me that thang,Oh I'...
2405,Makin' It Blend,Lyricist Lounge 2,Q-Tip,2000-11-28,New York,[Verse 1: Q-Tip],Uh...,"Abstract, Queens cat, what we lookin...",
2406,You'll Never Be Better Than Me (I'm That Shit),Black and White - Music From and Inspired By the Motion Picture,Queen Pen,2000-01-23,New York,Intro:,You dogs wanna know the life I live,You dogs wanna s...,
2407,I Ain't Playin,No Limit Soldiers: We Can't Be Stopped,Mystikal,1999-01-01,New Orleans,(Mystikal),I ain't playin!,(Huh),Yall see me enter this mot...
2408,Game [Triple H Theme],WWF Aggression,Mystikal,2000-03-21,New Orleans,Chorus: Ras Kass,"I'mma do what I wanna do, when I do it",Ai...,
2409,Oh My God,Black Trash: The Autobiography of Kirk Jones,Sticky Fingaz,2001-11-06,New York,(Sticky Talking),C'mon man - oh my fucking God man..,Oh shi...,
2410,Why,Black Trash: The Autobiography of Kirk Jones,Sticky Fingaz,2001-11-06,New York,[Story dialogue],"Aight nigga hold it down baby, one love",Ai...,
2411,Kirk Jones Conscience III,Black Trash: The Autobiography of Kirk Jones,Sticky Fingaz,2001-11-06,New York,[Interlude],"Come on, yeah","I don't know man, fuck that",I ain...
2412,Baby Brother,Black Trash: The Autobiography of Kirk Jones,Sticky Fingaz,2001-11-06,New York,[Sticky talking],Let me call this nigga,Come on man; pick u...,
2413,Get It Up,Black Trash: The Autobiography of Kirk Jones,Sticky Fingaz,2001-11-06,New York,[Fredro Starr],Is y'all ready to go up in here?,"Aiight, pul...",
2414,Cheatin',Black Trash: The Autobiography of Kirk Jones,Sticky Fingaz,2001-11-06,New York,This is to my niggas up in here with they fucking shorties ...,,,
2415,Ghetto,Black Trash: The Autobiography of Kirk Jones,Sticky Fingaz,2001-11-06,New York,[Sticky Fingaz - talking],If your head is as big as Shamell...,,
2416,Black Trash Intro,Black Trash: The Autobiography of Kirk Jones,Sticky Fingaz,2001-11-06,New York,*man and woman are having sex*,Hold the fuck up,You came ...,
2417,Money Talks,Black Trash: The Autobiography of Kirk Jones,Sticky Fingaz,2001-11-06,New York,[Intro - Raekwon],Twas the night before twistmas,And all th...,
2418,Kirk Jones Conscience II,Black Trash: The Autobiography of Kirk Jones,Sticky Fingaz,2001-11-06,New York,[Interlude],"Oh shit! Oh shit, can't fuck with this shit rig...",,
2419,Not Die'n,Black Trash: The Autobiography of Kirk Jones,Sticky Fingaz,2001-11-06,New York,[Verse 1],"If it wasn't for Kool Herc, hip hop wouldn't be c...",,
2420,Come On,Black Trash: The Autobiography of Kirk Jones,Sticky Fingaz,2001-11-06,New York,[Intro: Sticky Fingaz (sample)],(Do you feel the way I feel...,,
2421,Wonderful World,Black Trash: The Autobiography of Kirk Jones,Sticky Fingaz,2001-11-06,New York,Now a days it's easier to get a gun than a education,That's...,,
2422,Sussudio,Urban Renewal: Featuring the Songs of Phil Collins,Ol' Dirty Bastard,2001-02-01,New York,New York,New York,USA,Dirty?
2423,10 Wayz,I Got That Work,Mannie Fresh,2000-05-16,New Orleans,[Mannie Fresh {talking}],Turn it up,Turn it up,Turn it up
2424,Marley Marl Scratch,Ego Trip's The Big Playback,Marley Marl,1999-04-11,New York,[Verse 1],All these beats and my rhymes attached,Form the n...,
2425,Lost Beat,Re-Entry,Marley Marl,2001-03-05,New York,[Instrumental Track],            ,          ,        ...
2426,Intro,Re-Entry,Marley Marl,2001-03-05,New York,[Intro: (?)],You have activated the Marley Marl Re-Entry pr...,,
2427,Easy Type Shit,Re-Entry,Marley Marl,2001-03-05,New York,[Intro: Seven Shawn],Make it ride y'all,Uh huh,We make it r...
2428,"NY, NY",Re-Entry,Marley Marl,2001-03-05,New York,[Instrumental Track],            ,          ,        ...
2429,Big Faces,Re-Entry,Marley Marl,2001-03-05,New York,[Instrumental Track],            ,          ,        ...
2430,Hummin',Re-Entry,Marley Marl,2001-03-05,New York,[Chorus],Humming in the sun,Sure 'nuff fun for everyone,Hum...
2431,Rescue Me,Home,Monifah,2000-11-28,New York,[Teddy Riley:Intro],"""Yo, yo, somebody felt my ass?","Yo, who...",
2432,1-2-3,Exit Wounds (Soundtrack),Memphis Bleek,2001-11-05,New York,[repeat 3X],To stick a nigga with -- ryde or die,It's just ...,
2433,Live Life 2 Tha Fullest,Thicker Than Water (Soundtrack),Memphis Bleek,1999-10-05,New York,[Memphis Bleek],"For this 98 shit, you rap cats better lay s...",,
2434,Freestyle?,Sittin' On Chrome,Masta Ace,2001-01-01,New York,[Intro],"Aw yeah, aw yeah","It's just an I.N.C. thing, ya know...",
2435,Intro,Sittin' On Chrome,Masta Ace,2001-01-01,New York,[Masta Ace],One fine spring,In the middle of may,My cousin ...
2436,Turn It Up,Sittin' On Chrome,Masta Ace,2001-01-01,New York,"Say, turn it up, turn it up, say, turn it up","Turn it up, tu...",,
2437,Eastbound,Sittin' On Chrome,Masta Ace,2001-01-01,New York,[Verse 1: Masta Ace],I boom and I bash and I bash and I boo...,,
2438,4 Da Mind,Sittin' On Chrome,Masta Ace,2001-01-01,New York,Its the ill scripts,And the Hieroglyphics,Plus the scientif...,
2439,Terror,Sittin' On Chrome,Masta Ace,2001-01-01,New York,[Intro: Lord Digga],"Hit me over the head, nigga!","Yeah, you'...",
2440,The Phat Kat Ride,Sittin' On Chrome,Masta Ace,2001-01-01,New York,Chorus: Masta Ace,"It's the ride y'all, come on we're goin o...",,
2441,What's Going On!,Sittin' On Chrome,Masta Ace,2001-01-01,New York,"Check it out, ya'll","(Check it out, ya'll)","Check it out, ya'...",
2442,The I.N.C. Ride,Sittin' On Chrome,Masta Ace,2001-01-01,New York,Chorus:,"It's the ride y'all, come on we're goin on a ride",...,
2443,Sittin' On Chrome,Sittin' On Chrome,Masta Ace,2001-01-01,New York,[Intro] x8,Sittin on chrome,[Chorus] *with sample from Eaz...,
2444,Born to Roll,Sittin' On Chrome,Masta Ace,2001-01-01,New York,[Verse 1],"Brainiac, dumb-dumb, bust the scientifical",Approa...,
2445,Ain't No Game,Sittin' On Chrome,Masta Ace,2001-01-01,New York,[Verse 3: Masta Ace],I make more G's than gang fights when ...,,
2446,The B-Side,Sittin' On Chrome,Masta Ace,2001-01-01,New York,[Intro: Leschea],Two times for your mind. Masta Ace Incorpo...,,
2447,Too Hot,Guess Who's Back,Nas,2001-02-01,New York,New York,Queens,USA,[Intro: DJ scratching]
2448,Fire,QB Finest Queensbridge: The Album,Nas,2000-11-21,New York,New York,Queens,USA,[Nature]
2449,Die 4,QB Finest Queensbridge: The Album,Nas,2000-11-21,New York,New York,Queens,USA,[Ty Knitty](G.O.D. Pt.3)
2450,We Break Bread,QB Finest Queensbridge: The Album,Nas,2000-11-21,New York,New York,Queens,USA,[Intro]
2451,Southern Gul,Make the Music 2000,Rahzel,1999-01-01,New York,[Rahzel]: (Erykah):,*Rahzel makes the beat with mouth*,(Hmm...,
2452,Make the Crowd Roar,WCW Mayhem: The Music,Big Pun,1999-11-16,New York,[Verse 1: Big Pun],Yo,"To whom it may concern, fuck you",I t...
2453,Who Is a Thug,Whiteboys (Original Motion Picture Soundtrack),Big Pun,1999-01-01,New York,[Big Punisher],Yeah.. 6430.. Ty Fyffe where you at?,Aww shi...,
2454,Heavyweights,Violator: The Album,Big Pun,1999-03-14,New York,[Fat Joe],Yeah (y'all niggas is crazy),Don Carta' bomb hard...,
2455,Any Type of Way,Essential Underground Hip Hop 1,Big Daddy Kane,2002-01-01,New York,[Intro: Big Daddy Kane],Uh Yeah,Ayo Prem' man,I be hollerin...
2456,Black Or White,Irv Gotti Presents: The Murderers,Black Child,2000-01-01,New York,Black Child,"Uh huh, uh huh, uh huh","You know me, y'all dont ...",
2457,State to State,Exit Wounds (Soundtrack),Black Child,2001-11-05,New York,[Ja Rule],"Fuck that, let's do it man, fuck that",Cock back o...,
2458,The Prayer,The Fast and the Furious (Soundtrack),Black Child,2001-01-01,New York,[Black Child],Ghetto gospel,All thugs gotta pray,Hear me Lo...
2459,I Can Relate,Whiteboys (Original Motion Picture Soundtrack),Black Child,1999-01-01,New York,Black Child,"Uh huh, uh huh, uh huh","You know me, y'all dont ...",
2460,Gangsta Tears,Exit Wounds (Soundtrack),Nas,2001-11-05,New York,New York,Queens,USA,[Produced by Bud'da]
2461,What You Gonna Do,Baller Blockin' soundtrack,Nas,2000-09-12,New York,New York,Queens,USA,Intro:
2462,Nature Shines,For All Seasons,Nas,2000-03-10,New York,New York,Queens,USA,[Verse 1]
2463,Eye 4 An Eye Freestyle,The Great Ones Pt. 2,Nas,2000-01-01,New York,New York,Queens,USA,[Intro: Nas]
2464,Giant Size,The PJs: Music from & Inspired by the Hit Television Series,Raekwon,1999-03-30,New York,New York,Richmond,USA,* unedited lyrics; The PJ's soundtrack is clean
2465,Wake Up,Black and White - Music From and Inspired By the Motion Picture,Raekwon,2000-01-23,New York,New York,Richmond,USA,Chorus -
2466,Blue Diamonds,Blue Streak: The Album,Raekwon,1999-04-27,New York,New York,Richmond,USA,[Raekwon]
2467,The Heat of the Battle,PRO-FILES The EP (CD Retail Version),Breez Evahflowin',2001-05-11,New York,[Verse 1: Breez Evahflowin’],It goes: ipso facto.  Enough w...,,
2468,Saki,PRO-FILES The EP (CD Retail Version),Breez Evahflowin',2001-05-11,New York,Breez Evahflowin' ft. Akrobatik and L.I.F.E. Long - “Saki”,...,,
2469,Between Dah Seams,PRO-FILES The EP (CD Retail Version),Breez Evahflowin',2001-05-11,New York,Breez Evahflowin’ - “Between Dah Seams”,[Emcee(s): Breez Ev...,,
2470,Hok2 (Clean),Between Dah Seams,Breez Evahflowin',2001-05-28,New York,[Intro: News Reporter],"Here outside the courtroom, the tens...",,
2471,Hok2 (Instrumental),Between Dah Seams,Breez Evahflowin',2001-05-28,New York,[Instrumental],            ,          ,        ...
2472,I Love Hip-Hop (Instrumental),Between Dah Seams,Breez Evahflowin',2001-05-28,New York,Breez Evahflowin’ - “I Love Hip-Hop”,[Emcee(s): Breez Evahf...,,
2473,I Love Hip-Hop (Clean),Between Dah Seams,Breez Evahflowin',2001-05-28,New York,Breez Evahflowin’ - “I Love Hip-Hop”,[Emcee(s): Breez Evahf...,,
2474,Between Dah Seams (Instrumental),Between Dah Seams,Breez Evahflowin',2001-05-28,New York,[Instrumental],            ,          ,        ...
2475,Hok2,Stronghold: The Mixtape,Breez Evahflowin',2001-05-11,New York,[Intro: News Reporter],"Here outside the courtroom, the tens...",,
2476,Daddy,Wanderland,Kelis,2001-10-17,New York,[Verse 1 - Kelis],"He has an appetite, for sex and cash",He h...,
2477,5 Boroughs,The Corruptor: The Soundtrack,KRS-One,1999-01-01,New York,New York,The Bronx,USA,[Verse 1: KRS One]
2478,Oz Theme 2000,Oz: The Soundtrack,Kool G Rap,2001-01-09,New York,[Verse 1: Kool G Rap],"From the street blocks, to C-blocks, ...",,
2479,Cakes,Ghost Dog: The Way of the Samurai OST,Kool G Rap,1999-12-12,New York,[RZA],Yeah,"Shake your funky ass, bitch",Yaknowmean...
2480,WNYU 89.1 DJ Riz And Mayhem Live Radio Freestyle 96,Rare Demos and Freestyles Volume 2,Necro,2001-06-16,New York,[Verse1],In 19 666 visions flow out my skull scarier,I got ...,
2481,Uptown,Baller Blockin' soundtrack,Turk,2000-09-12,New Orleans,[Turk],Can ya picture a lil nigga like me straight thug'n,H...,
2482,Lunchroom Classics,Tags of the Times 2,Talib Kweli,1999-01-22,New York,New York,Kings,USA,[Talib Kweli]
2483,Sharp Shooters,Lyricist Lounge 2,Talib Kweli,2000-11-28,New York,New York,Kings,USA,[Intro – stic.man]
2484,Take it to the Top,Golden Arms Redemption,U-God,1999-10-19,New York,[Intro: U-God],Time to strongarm this shit,This how we gon'...,
2485,God Slayer (U-God diss),Golden Arms Redemption,U-God,1999-10-19,New York,[To be transcribed],            ,          ,        ...
2486,Supa Freak (Wildstyle),Golden Arms Redemption,U-God,1999-10-19,New York,[Intro: Leatha Face],Get 'em...,"Supa freak, freak, freak, f...",
2487,Spit Game,Golden Arms Redemption,U-God,1999-10-19,New York,[Intro: Autumn Rue],Spit game..,Spit game..,Game..
2488,Here We Come,Golden Arms Redemption,U-God,1999-10-19,New York,[Intro: INF-Black],Gangster this and gangster that,Half of ...,
2489,Whatcha Gonna Do?,The Album,Big Pun,2001-04-03,New York,[Big Punisher],"Yo, yo, yo, yo...","Yo, yo, yo, yo...","Yo, yo....."
2490,John Blaze,Don Cartagena,Big Pun,2001-04-03,New York,[Verse 1: Nas],"My stripes show like regiments, military int...",,
2491,Clientele Kidd,The Lex Diamond Story,Raekwon,2003-12-16,New York,New York,Richmond,USA,[Intro: Raekwon]
2492,Wild Chimpanzees (Skit),The Lex Diamond Story,Raekwon,2003-12-16,New York,New York,Richmond,USA,Yo whattup playboy
2493,Musketeers of Pig Alley,The Lex Diamond Story,Raekwon,2003-12-16,New York,New York,Richmond,USA,[Raekwon]
2494,Smith Bros.,The Lex Diamond Story,Raekwon,2003-12-16,New York,New York,Richmond,USA,[Intro: Raekwon]
2495,Pa-Blow Escablow,The Lex Diamond Story,Raekwon,2003-12-16,New York,New York,Richmond,USA,[Hook 2X: Raekwon]
2496,Pit Bull Fights,The Lex Diamond Story,Raekwon,2003-12-16,New York,New York,Richmond,USA,[Raekwon]
2497,The Pump,Mood Muzik: The Worst of Joe Budden,Joe Budden,2003-12-09,New York,[Intro],And he still got Jerz on his back,Two-oh-one,Nine-s...
2498,Def Jam Diss,Mood Muzik: The Worst of Joe Budden,Joe Budden,2003-12-09,New York,"""Pump It Up"" came out, was a hit all over the country",And s...,,
2499,Last Real Nigga Alive,Mood Muzik: The Worst of Joe Budden,Joe Budden,2003-12-09,New York,[Intro: Joe Budden ([?])],On top (come on),All right,[Vers...
2500,Cut 2 Nite,Mood Muzik: The Worst of Joe Budden,Joe Budden,2003-12-09,New York,[Intro],"All night, we gon' cut tonight","We gon' cut tonight,...",
2501,Fight Muzik,Mood Muzik: The Worst of Joe Budden,Joe Budden,2003-12-09,New York,[Intro],[?],[?],"Yeah, (what up, Joey?)"
2502,Bullshit Rappers & Metaphors,Mood Muzik: The Worst of Joe Budden,Joe Budden,2003-12-09,New York,[Intro],"Whoaaa....yeah, it's your boy Jumpoff Beezy a.k.a. ...",,
2503,Quasi O.G.,Godfather Buried Alive,Shyne,2004-01-01,Belize City,[Bob Marley - No more troubles],No no no more troubles. No ...,,
2504,Diamonds and Mac 10's,Godfather Buried Alive,Shyne,2004-01-01,Belize City,I spit and reload things,Since livin was gold rings,Fuck a ...,
2505,DJ Absolut Freestyle,Warning Shots,Saigon,2004-12-28,New York,I run with gold rhymers,That know dramas,The ghetto goldmin...,
2506,Pop Quiz (Multiple Choice),Warning Shots,Saigon,2004-12-28,New York,[Verse 1],First question for motherfuckers that's spittin' ...,,
2507,NY Streetz,Warning Shots,Saigon,2004-12-28,New York,Na Na Not Not Nah {*3X*},It's Street Life {*3X*},S to the ...,
2508,The Life I Live,Center of Attention,Pete Rock,2003-11-04,New York,[Intro: Pete Rock],"Uh, check it","InI in the house, y'all",Sou...
2509,Da Villa,Soul Survivor II,Pete Rock,2004-06-13,New York,Oh...yeah...yeah (oh)...uh,[Hook],"S Villa, nigga, that's t...",
2510,It's the Postaboy,Soul Survivor II,Pete Rock,2004-06-13,New York,[Postaboy],"Uh, yeah, yeah","Harlem, Postaboy, let's go",Harlem...
2511,Appreciate,Soul Survivor II,Pete Rock,2004-06-13,New York,[Intro: Children singing] (5x),"""Two four six eight, who do ...",,
2512,Niggaz Know,Soul Survivor II,Pete Rock,2004-06-13,New York,"Woo! Yeah, uh-huh","Uhh, turn it up, turn it up baby",Brand ne...,
2513,Fly Till I Die,Soul Survivor II,Pete Rock,2004-06-13,New York,[Intro: Talib Kweli],It's Talib Kweli in the place to be Br...,,
2514,"One MC, One DJ",Soul Survivor II,Pete Rock,2004-06-13,New York,"One two, one two",I'd like to (what) introduce myself,You kn...,
2515,Who Put it Together,Raw & Uncut,Turk,2003-07-15,New Orleans,This for my block niggas,My niggas who got the block hot,Ya...,
2516,Amped Up,Raw & Uncut,Turk,2003-07-15,New Orleans,[Verse 1],Step in the club with my air force ones,In the ba...,
2517,You'll Never Find (A Better Woman),Complex Simplicity,Teedra Moses,2004-08-10,New Orleans,[Verse 1: Teedra Moses],"Ooh, cat daddy...",Tell me what you...,
2518,Fuck It (I Don't Want You Back),I Don't Want You Back,Eamon,2004-01-01,New York,[Produced by Milk Dee],[Intro: Eamon],"Whoa, ooh",Ooh-hooh
2519,I'm Your Idol,Brutality Part 1,Necro,2003-01-03,New York,"I rock a pair of bloody Nikes, and blood drops on my kicks ...",,,
2520,Every Second Someone Dies,Brutality Part 1,Necro,2003-01-03,New York,[Hook (2x):],Every second someone dies Someone just died,An...,
2521,Pre-Fix (Skit),The Pre-Fix for Death,Necro,2004-09-21,New York,(Performed by Jenny Krenwinkle),"Necro, is the sickest fuck...",,
2522,Beautiful Music for You to Die To,The Pre-Fix for Death,Necro,2004-09-21,New York,[Verse 1],"Ya dead kid, now ya just meat for preparation",Ya ...,
2523,Evil Shit,The Pre-Fix for Death,Necro,2004-09-21,New York,This be some evil shit to inspire you to start a fire,Do so...,,
2524,Kill That Shit,The Pre-Fix for Death,Necro,2004-09-21,New York,Chorus x 2,"Kill that shit - kill that shit, I",Kill that shi...,
2525,Empowered,The Pre-Fix for Death,Necro,2004-09-21,New York,"(Intro: ""Whip out the Metallica from my hip and blast some ...",,,
2526,86 Measures of Game,The Pre-Fix for Death,Necro,2004-09-21,New York,Some bitches are stupid,"I treat 'em like shit, that's how y...",,
2527,Kiss the Babies,Warning Shots,Saigon,2004-12-28,New York,[Hook],See the politician,See him kiss the baby,[Verse 1]
2528,Stocking Cap,Warning Shots,Saigon,2004-12-28,New York,(Bridge: Saigon),You bad?,Keep kicking that soldier shit I'...,
2529,We Want In,Warning Shots,Saigon,2004-12-28,New York,Yeah,It's a new day in the rap game,This year the council t...,
2530,Let A Nigga Know,Warning Shots,Saigon,2004-12-28,New York,[Verse 1],Let a nigga know,"You wanna go to war, bop",You wan...
